store_id,store_name,store_name_english,score,review_cnt,tabelog_lunch_budget_min,tabelog_lunch_budget_max,tabelog_dinner_budget_min,tabelog_dinner_budget_max,customer_lunch_budget_min,customer_lunch_budget_max,customer_dinner_budget_min,customer_dinner_budget_max,genre,url,url_english,address,latitude,longitude,prefecture,address_english,prefecture_english,website
00000055,唯我独尊,Yuigadokuson,3.65,939,2000,2999,2000,2999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0104/A010403/1000063/,https://tabelog.com/en/hokkaido/A0104/A010403/1000063/,北海道富良野市日の出町11-8,43.3449745,142.3894315,北海道,11-8 Hinodemachi Furano Hokkaido,Hokkaido,http://doxon.jp/
00000056,マジックスパイス 札幌本店,Majikkusupaisu,3.63,554,2000,2999,2000,2999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010301/1000163/,https://tabelog.com/en/hokkaido/A0101/A010301/1000163/,北海道札幌市白石区本郷通8丁目南6-2,43.0410158,141.4135759,北海道,8 Minami-6-2 Hongodori Shiroishi-ku Sapporo Hokkaido,Hokkaido,http://www.magicspice.net/
00000057,か～るま～る,Karumaru,3.60,95,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010301/1066208/,https://tabelog.com/en/hokkaido/A0101/A010301/1066208/,北海道札幌市白石区北郷3条4-11-1 田畑ビル 1F,43.0582118,141.4157104,北海道,4-chome-11-1 Kitago 3 Jo Shiroishi Ward Sapporo Hokkaido,Hokkaido,
00000058,サッポロスープカレーディップ,Sapporo soup curry dip,3.58,107,1000,1999,2000,2999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010201/1055946/,https://tabelog.com/en/hokkaido/A0101/A010201/1055946/,北海道札幌市北区北二十九条西4-2-1 ファミール札幌 110,43.0951033,141.3360397,北海道,Kita 29 Jonishi Kita Ward Sapporo Hokkaido,Hokkaido,http://ssc-dip.com
00000059,村上カレー店・プルプル,PULU2,3.68,334,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010102/1000476/,https://tabelog.com/en/hokkaido/A0101/A010102/1000476/,北海道札幌市中央区南二条西9 ケンタクビル２９ Ｂ1Ｆ,43.0567463,141.3434838,北海道,Minami 2 Jonishi Chuo Ward Sapporo Hokkaido,Hokkaido,http://www5d.biglobe.ne.jp/~pulu2-cr/
00000060,アジアンスープカリー べす,ajiansu-pukari-besu,3.65,271,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010301/1049808/,https://tabelog.com/en/hokkaido/A0101/A010301/1049808/,北海道札幌市白石区北郷4条6-5-15,43.0575759,141.4243477,北海道,6-chome-5-15 Kitago 4 Jo Shiroishi-ku Sapporo Hokkaido,Hokkaido,
00000061,カレーの店 マボロシ,Karenomisemaboroshi,3.88,365,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/kanagawa/A1407/A140701/14040492/,https://tabelog.com/en/kanagawa/A1407/A140701/14040492/,神奈川県相模原市中央区中央3-7-1,35.5715221,139.3712028,神奈川県,Central Chuo Ward Sagamihara Kanagawa,Kanagawa,
00000062,ラマイ 横浜伊勢佐木モール店,RAMAI,3.57,1029,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/kanagawa/A1401/A140104/14045095/,https://tabelog.com/en/kanagawa/A1401/A140104/14045095/,神奈川県横浜市中区伊勢佐木町1-6-5 亀楽ビル 7F,35.4439224,139.6325175,神奈川県,1-chome-6-5 Isezakicho Naka-ku Yokohama Kanagawa,Kanagawa,http://www.ramai.co.jp/index.html
00000063,札幌カリーぱお,Sapporokaripao,3.58,171,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010204/1005152/,https://tabelog.com/en/hokkaido/A0101/A010204/1005152/,北海道札幌市西区琴似一条7-3-31,43.07330289999999,141.3004929,北海道,7-chome-3-31 Kotoni 1 Jo Nishi-ku Sapporo Hokkaido,Hokkaido,http://pao-curry.com/
00000064,SOUP CURRY KING セントラル,SOUP CURRY KING,3.67,425,1000,1999,1000,1999,1000,1999,1000,1999,curry,https://tabelog.com/hokkaido/A0101/A010102/1055662/,https://tabelog.com/en/hokkaido/A0101/A010102/1055662/,北海道札幌市中央区南2条西3丁目13-4 カタオカビル B1,43.0581448,141.3535296,北海道,3-chome-13 Minami 3 Jonishi Chuo-ku Sapporo Hokkaido,Hokkaido,https://www.soupcurry-king.shop
