store_id,store_name,store_name_english,score,review_cnt,tabelog_lunch_budget_min,tabelog_lunch_budget_max,tabelog_dinner_budget_min,tabelog_dinner_budget_max,customer_lunch_budget_min,customer_lunch_budget_max,customer_dinner_budget_min,customer_dinner_budget_max,genre,url,url_english,address,latitude,longitude,prefecture,address_english,prefecture_english,website
00000046,ブッチャーズテーブル 大泉学園店,BUTCHER'S TABLE,3.67,455,1000,1999,1000,1999,1000,1999,2000,2999,hamburger,https://tabelog.com/tokyo/A1321/A132103/13091061/,https://tabelog.com/en/tokyo/A1321/A132103/13091061/,東京都練馬区東大泉2-9-18,35.7516685,139.5939211,東京都,2-chome-9-18 Higashioizumi Nerima City Tokyo-to,Tokyo,http://butchers.jp/
00000047,自由が丘バーガー 本店,JIYUGAOKA BURGER,3.58,701,1000,1999,1000,1999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1317/A131703/13054778/,https://tabelog.com/en/tokyo/A1317/A131703/13054778/,東京都目黒区自由が丘1-3-15 4F,35.6085109,139.6706706,東京都,1-chome-3-15 Jiyugaoka Meguro City Tokyo-to,Tokyo,
00000048,World Burger 新潟駅前店,World Burger,3.51,18,1000,1999,2000,2999,1000,1999,2000,2999,hamburger,https://tabelog.com/niigata/A1501/A150101/15021928/,https://tabelog.com/en/niigata/A1501/A150101/15021928/,新潟県新潟市中央区弁天3-2-24,37.9134014,139.0582503,新潟県,3-chome-2-24 Benten Chuo Ward Niigata,Niigata,https://worldburger.jp/niigata/
00000049,シェイクツリー バーガー＆バー,shake tree burger&bar,3.70,1232,1000,1999,2000,2999,2000,2999,2000,2999,hamburger,https://tabelog.com/tokyo/A1312/A131201/13134063/,https://tabelog.com/en/tokyo/A1312/A131201/13134063/,東京都墨田区亀沢3-13-6 岩崎ビル1F,35.6971647,139.8051396,東京都,3-chome-13-6 Kamezawa Sumida City Tokyo-to,Tokyo,https://www.shaketreetokyo.com/shake-tree-burger-bar/
00000050,ブラッカウズ,BLACOWS,3.68,1554,2000,2999,5000,5999,2000,2999,3000,3999,hamburger,https://tabelog.com/tokyo/A1303/A130302/13096437/,https://tabelog.com/en/tokyo/A1303/A130302/13096437/,東京都渋谷区恵比寿西2-11-9 東光ホワイトビル 1F,35.6494566,139.707133,東京都,2-chome-11-9 Ebisunishi Shibuya City Tokyo-to,Tokyo,https://valuet.co.jp/brands/blacows/
00000051,ゴーディーズ,Godhizu,3.70,763,2000,2999,5000,5999,1000,1999,1000,1999,hamburger,https://tabelog.com/okinawa/A4703/A470304/47002074/,https://tabelog.com/en/okinawa/A4703/A470304/47002074/,沖縄県中頭郡北谷町字砂辺100-530,26.3340683,127.7477009,沖縄県,100 Sunabe Chatan Nakagami-gun Okinawa,Okinawa,
00000052,ザ リスコ,The RISCO,3.74,648,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/aichi/A2301/A230105/23059609/,https://tabelog.com/en/aichi/A2301/A230105/23059609/,愛知県名古屋市中区平和1-16-6,35.1476774,136.9035765,愛知県,Heiwa Naka Ward Nagoya Aichi,Aichi,http://therisco.com/
00000053,ラッキーピエロ ベイエリア本店,LUCKY PIERROT,3.55,1029,,,1000,1999,,,1000,1999,hamburger,https://tabelog.com/hokkaido/A0105/A010501/1000019/,https://tabelog.com/en/hokkaido/A0105/A010501/1000019/,北海道函館市末広町23-18,41.7657512,140.7149406,北海道,23-18 Suehirocho Hakodate Hokkaido,Hokkaido,http://www.luckypierrot.jp/
00000054,ブラザーズ 新富町店,BROZERS',3.66,879,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/tokyo/A1313/A131301/13144295/,https://tabelog.com/en/tokyo/A1313/A131301/13144295/,東京都中央区新富2-2-11,35.6714848,139.7723765,東京都,Shintomi Chuo City Tokyo,Tokyo,http://brozers.co.jp
00000055,ペペキッチン,PEPE KITCHEN,3.58,112,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/aomori/A0202/A020201/2007884/,https://tabelog.com/en/aomori/A0202/A020201/2007884/,青森県弘前市稲田2-1-1,40.6022984,140.4888026,青森県,2-chome-1-1 Inada Hirosaki Aomori,Aomori,
00000056,ハングリー ヘブン 目黒店,HUNGRY HEAVEN,3.56,958,1000,1999,1000,1999,1000,1999,1000,1999,hamburger,https://tabelog.com/tokyo/A1316/A131601/13119994/,https://tabelog.com/en/tokyo/A1316/A131601/13119994/,東京都目黒区下目黒1-2-22 セザール目黒 2F,35.6339213,139.713666,東京都,1-chome-2-22 Shimomeguro Meguro City Tokyo-to,Tokyo,
00000057,アームズ,ARMS,3.57,683,1000,1999,1000,1999,2000,2999,1000,1999,hamburger,https://tabelog.com/tokyo/A1318/A131810/13019608/,https://tabelog.com/en/tokyo/A1318/A131810/13019608/,東京都渋谷区代々木5-64-7,35.6726161,139.6909959,東京都,5-chome-64-7 Yoyogi Shibuya City Tokyo-to,Tokyo,http://www.arms-burger.com
00000058,レイヤーズ 丸の内 本店,LAYER'S,3.67,578,1000,1999,4000,4999,1000,1999,1000,1999,hamburger,https://tabelog.com/aichi/A2301/A230103/23006213/,https://tabelog.com/en/aichi/A2301/A230103/23006213/,愛知県名古屋市中区丸の内3-8-26,35.1763126,136.9039934,愛知県,3-chome-8-26 Marunouchi Naka-ku Nagoya Aichi,Aichi,http://www.layers7.com/
